,"Audit",,,,,,
,,,,,,,
,"All 252 rows shown.",,,,,,
,"","","","","",,"Check list for release"
,"Version","Date","Time","Author","Comment",,"Tests pass (Button Test on worksheet Test)"
,28,2021-08-15,0.334652777775773,"Philip Swannell","Added argument IgnoreRepeated.",,
,27,2021-08-13,0.841504629628616,"Philip Swannell","Reinstated conditional formatting on sheet Demo.",,
,26,2021-08-13,0.830983796295186,"Philip Swannell","Added a bunch of functions to modCSVTestDeps so that we no longer have dependency on SAI for testing.",,
,25,2021-08-13,0.730972222219862,"Philip Swannell","Removed Help sheet - broken out to separate workbook",,
,24,2021-08-13,0.711064814815472,"Philip Swannell","Help changes",,
,23,2021-08-12,0.8042824074073,"Philip Swannell","Work on Markdown help.",,
,22,2021-08-12,0.747812499997963,"Philip Swannell","Added argument ShowMissingsAs to CSVRead. Simplification of this workbook.",,
,21,2021-08-11,0.988541666665697,"Philip Swannell","Corrections to code comments.",,
,20,2021-08-11,0.981354166666279,"Philip Swannell","Code formatting.",,
,19,2021-08-11,0.822719907409919,"Philip Swannell","Method TimeThreeParsers now has TimeOut argument so that time to execute is averaged over the number of calls required to take (in total) the TimeOut value.",,
,18,2021-08-11,0.739756944443798,"Philip Swannell","Removed reference to SolumAddin.",,
,17,2021-08-11,0.708356481482042,"Philip Swannell","Renamed CSVRead_V3 as CSVRead",,
,16,2021-08-11,0.519606481480878,"Philip Swannell","Removed redundant modules. CSVWrite no longer has Ragged argument.",,
,15,2021-08-11,0.495775462964957,"Philip Swannell","Deleted functions CSVRead_V1 and CSVRead_V2",,
,14,2021-08-11,0.491747685184237,"Philip Swannell","Deleted 2 of the 3 sheets with timing results.",,
,13,2021-08-11,0.490347222221317,"Philip Swannell","Changed method SaveWorkbookAndExportModules to also save a backup to OneDrive.",,
,12,2021-08-11,0.481909722220735,"Philip Swannell","Bug fixes to handling of SkipNumRows etc.",,
,11,2021-08-10,0.954675925924676,"Philip Swannell","Added sheet `TimingResults (3)`",,
,10,2021-08-10,0.73436342592322,"Philip Swannell","CSVRead_V3 now supports SkipToRow and NumRows.",,
,9,2021-08-09,0.54605324073782,"Philip Swannell","CSVRead_V2 now supports SkipToCol and NumCols, not yet SkipToRow and NumRows though.",,
,8,2021-08-08,0.549398148148612,"Philip Swannell","Now have two functions CSVRead_V1 and CSVRead_V2",,
,7,2021-08-07,0.961377314815763,"Philip Swannell","Settled on fastest algo.",,
,6,2021-08-06,0.666076388886722,"Philip Swannell","Add sheet ""TimingResults"" and module modCompareAgainstAlternatives.",,
,5,2021-08-04,0.349120370367018,"Philip Swannell","Added code to compare against https://github.com/sdkn104/VBA-CSV",,
,4,2021-08-03,0.376828703701904,"Philip Swannell","Rewrote code to split a string, rather than examining each character in VBA code, use InStr in a while loop to push the character examination down to C code.",,
,3,2021-07-29,0.598425925927586,"Philip Swannell","Code now compiles.",,
,2,2021-07-29,0.576770833336923,"Philip Swannell","Reimported sFileSaveCSV and sFileShow from SolumAddin version 2199. Code does not yet compile",,
,1,2021-07-23,0.58872685184906,"Philip Swannell","First version. Start with SolumAddin's sFileShow to create CSVParse.",,
